date,user_id,email,platform,registration_type
2023-03-04T04:51:52,6748656,wnichols@example.com,android,google
2023-03-04T07:41:15,7263689,dillonchristian@example.com,android,google
2023-03-04T23:14:48,6952079,christina58@example.com,android,email
2023-03-04T11:29:23,8837482,maria88@example.com,android,email
2023-03-04T06:56:38,5357844,eric94@example.org,android,email
2023-03-04T02:40:46,3339987,john88@example.net,ios,apple
2023-03-04T19:05:09,4869323,hancockamy@example.net,ios,apple
2023-03-04T07:31:46,797837,buckvincent@example.net,ios,apple
2023-03-04T20:36:39,5619436,ruizdanielle@example.org,ios,email
2023-03-04T18:59:19,3141237,williamlee@example.net,ios,email
2023-03-04T12:55:25,8026247,taylorlisa@example.net,ios,apple
2023-03-04T08:02:52,1824271,kevin03@example.net,ios,email
2023-03-04T06:44:51,6656621,ashley28@example.net,ios,email
2023-03-04T09:31:14,344000,erinwilliams@example.org,ios,email
2023-03-04T22:34:22,3553960,catherine07@example.com,ios,email
2023-03-04T22:31:41,5169345,epham@example.org,ios,apple
2023-03-04T17:52:59,74640,griffinjoshua@example.com,ios,apple
2023-03-04T03:20:49,4978842,taylor54@example.com,ios,apple
2023-03-04T18:58:55,7625988,selena54@example.com,ios,apple
2023-03-04T00:12:26,4964015,williamsonalexander@example.net,ios,apple
2023-03-04T22:45:42,7646389,wallacebradley@example.org,ios,email
2023-03-04T17:22:10,783613,johnstabitha@example.com,ios,email
2023-03-04T19:34:58,278487,joseph06@example.com,ios,apple
2023-03-04T04:51:50,3111750,srodriguez@example.net,ios,email
2023-03-04T03:52:58,8636922,breannacase@example.org,ios,email
2023-03-04T18:29:28,4748446,wdawson@example.org,ios,apple
2023-03-04T13:49:09,724919,baxterjose@example.com,ios,email
2023-03-04T01:52:29,2586016,elizabeth49@example.org,ios,email
2023-03-04T21:37:06,2904968,cmiller@example.org,ios,email
2023-03-04T00:03:47,95413,rollinskatherine@example.com,ios,apple
2023-03-04T07:41:41,1238981,xroy@example.org,ios,apple
2023-03-04T19:00:17,8377264,johnsonmary@example.net,ios,apple
2023-03-04T04:13:03,8308129,sarahroth@example.org,ios,email
2023-03-04T14:08:16,1116738,cameronchristian@example.com,ios,apple
2023-03-04T11:04:17,87364,carsonalexa@example.com,ios,apple
2023-03-04T09:30:10,523574,suarezjeremy@example.org,ios,apple
2023-03-04T13:15:22,6649584,zunigaclinton@example.com,ios,apple
2023-03-04T08:09:14,1660043,ejohnson@example.com,ios,email
2023-03-04T00:43:52,3357719,nporter@example.org,ios,email
2023-03-04T09:03:17,5372456,uflores@example.com,ios,apple
2023-03-04T00:42:51,1239225,psmith@example.org,ios,email
2023-03-04T15:59:28,5289328,brownkendra@example.com,ios,apple
2023-03-04T13:44:29,6114370,pwilson@example.net,ios,apple
2023-03-04T15:11:07,8321376,melanie29@example.com,ios,email
2023-03-04T12:46:37,6103433,kimberlybowman@example.com,ios,email
2023-03-04T09:17:48,629227,cscott@example.com,ios,email
2023-03-04T22:34:19,4753983,robert72@example.com,ios,apple
2023-03-04T04:45:54,6801371,danielhall@example.org,ios,email
2023-03-04T22:07:20,2034697,thompsonbrian@example.net,ios,apple
2023-03-04T23:24:43,3365799,rmorgan@example.net,ios,email
2023-03-04T06:24:19,8485905,jgardner@example.org,ios,email
2023-03-05T21:11:40,8509874,zsmith@example.org,web,apple
2023-03-05T19:11:48,6079495,ydudley@example.com,web,email
2023-03-05T03:54:40,4969590,lindamathis@example.net,web,yandex
2023-03-05T09:07:53,4023629,ischaefer@example.net,web,google
2023-03-05T08:55:34,1959504,eroberts@example.com,web,yandex
2023-03-05T07:27:54,8134034,savagezachary@example.com,web,apple
2023-03-05T11:56:07,1378483,drewscott@example.net,web,yandex
2023-03-05T15:10:59,4439693,ipham@example.com,web,google
2023-03-05T18:37:27,4459715,bellamanda@example.com,web,google
2023-03-05T15:38:50,4468763,cameronhall@example.org,web,yandex
2023-03-05T11:40:42,5241334,kimberlykidd@example.net,web,yandex
2023-03-05T12:15:29,1663935,matthewhall@example.net,web,yandex
2023-03-05T21:00:52,1975133,walkerbrianna@example.org,web,yandex
2023-03-05T14:50:04,1957652,gouldtodd@example.org,web,yandex
2023-03-05T07:50:05,712031,aallen@example.com,web,yandex
2023-03-05T10:32:32,8297447,adam48@example.org,web,yandex
2023-03-05T17:23:06,875659,boyermitchell@example.net,web,email
2023-03-05T18:49:10,7116477,sarah36@example.org,web,yandex
2023-03-05T22:00:42,6650724,andrewparks@example.com,web,google
2023-03-05T07:45:43,8130371,nicolewebb@example.com,web,apple
2023-03-05T18:53:19,8417825,josebutler@example.com,web,yandex
2023-03-05T06:39:24,2929704,david09@example.org,web,google
2023-03-05T21:50:21,1557199,watsonsarah@example.org,web,google
2023-03-05T21:52:46,8833853,robinsonkatie@example.net,web,yandex
2023-03-05T07:25:43,6828947,lawrence81@example.com,web,apple
2023-03-05T04:16:11,3068196,anthony00@example.org,web,apple
2023-03-05T22:04:01,393104,kelseynewman@example.com,web,apple
2023-03-05T07:03:11,8383652,david88@example.org,web,apple
2023-03-05T09:06:52,1269875,apeterson@example.com,android,email
2023-03-05T08:07:05,480226,laura34@example.net,android,email
2023-03-05T19:47:07,5851934,mbailey@example.org,android,google
2023-03-05T05:07:29,6714896,cynthia71@example.com,android,google
2023-03-05T19:58:50,3945964,adamslaura@example.com,android,email
2023-03-05T13:20:21,5006088,twood@example.net,android,email
2023-03-05T00:08:09,693621,taylormichelle@example.net,android,google
2023-03-05T10:06:59,6713380,yutraci@example.org,android,google
2023-03-05T16:49:39,1295561,irichardson@example.com,android,google
2023-03-05T18:00:41,8064336,umelendez@example.net,android,google
2023-03-05T16:37:39,1974260,erin01@example.com,android,email
2023-03-05T07:03:34,7065844,melissahensley@example.com,android,google
2023-03-05T16:19:31,2551097,autumn58@example.com,android,google
2023-03-05T04:52:01,1908306,jacquelineanderson@example.net,android,google
2023-03-05T20:40:50,5725469,alex41@example.com,android,email
2023-03-05T04:40:41,6098462,vrose@example.org,android,email
2023-03-05T12:25:35,3000872,shawn95@example.net,android,email
2023-03-05T06:39:40,2922957,terri14@example.com,android,email
2023-03-05T04:53:09,4764292,pamela00@example.net,android,email
2023-03-05T20:21:11,2631559,williamsderek@example.net,android,email
2023-03-05T03:19:40,6414793,jerryrivera@example.com,android,google
2023-03-05T15:03:48,53167,laura65@example.net,android,google
2023-03-05T09:51:08,4969623,jasmine42@example.net,android,email
2023-03-05T16:25:59,7636873,imclaughlin@example.net,android,google
2023-03-05T11:17:41,7551697,jacobgarcia@example.org,android,google
